,review_id,app_id,review_text,label
61,136823116,1941780,"[h1]Game's not bad by any means, of course it's currently an alpha[/h1]

[code]Wouldn't say it's a roguelike due to the fact you can respawn on death, timer ups difficulty of zombies, among other things. Personally, can be fun with friends. [/code]

Tutorial's bare bones but frankly it has its purpose made clear, figured it out after a while, weapons can be found in ? Point of interests while ! Are boss locations. Bosses and ??? Will respawn.

Currently two bosses in the game, Riot and Queen 'Zumbie' 

Each boss you kill unlocks a weapon of respective tier for future use at the start of a round, i.e starting off with a tier 2 gun instead of using literally nothing. 

Game needs polish, it's an alpha, bosses can range anywhere from 'Can cheese with a corner' to ""Moderately difficult if fought head on.'

[spoiler]The Riot zombie can be cheesed by kiting it after phase 1, it's got a maximum range for its shotgun attacks, so just kite out of range, Queen Zombie can literally be cheesed by hiding in the stairs and peeking out to take shots.[/spoiler]

Game overall isn't horrible, pretty alright for an alpha release.

Only downside i've really seen from my own experience and other reviews, melee can be a little underwhelming and zombies can be unrelenting, unless you kite through several buildings I've had a boss zombie literally follow me halfway across the map. Aggro is unlimited from what I can tell. 

[code]Honestly wait for more to come otherwise don't hold it too bad.[/code]

7/10",1
62,136823064,1941780,"A evolução do primeiro zumbi blocks pro segundo é inacreditavel
esse jogo com certeza teve parte na infancia de muitos e eu espero que a sua sequencia também
tem tudo pra dar certo, a gameplay ta otima e o desenvolvimento ta em boas maos",1
63,136821811,1941780,Muito divertido. Lembro de jogar esse jogo no navegador com meus amigos e passar horas sem nem perceber. Recomendo de mais!!,1
64,136821733,1941780,has potential,1
65,137264153,1967630,"it has promise but its EA so take it with a grain of salt cause its still being built, my suggestion to the dev(S) is work on resources being more available on starter island so players can get going easy enough to get the basic things they need, i started having food and water issues cause i couldnt find a material needed to make rope lashings for the water still or other things.",1
66,137263902,1967630,"Absolutely in love with this game, the visuals are stunning, gameplay is pretty smooth, very happy i found this game and can't wait to see where it goes. There is a few bugs but that is to be expected as it is only in early access. Overall awesome game, really can't go wrong in purchasing, well worth the money in my opinion :)",1
67,137263537,1967630,"This is by far the best Survival Island game i've played.

And I've played alot of survival games on PS5,Xbox, And PC.

Now lets get into the cool stuff that you will love alot right away.

1. Controller support off the getgo... able to be played on Steam Link... on my Phone.
2. Carts... Yes carry all your items with you and don't think your in The Forest... wait wrong game... either way we got 2 of them so far.
3. Ships... yes full on exploration using ships... when you get it... its very fun to just drive around.
4. The game's early hard mode, goes away once you get to know what your doing... the difficulty was hard sure... but it was good... later updates might need to add more difficult enemies on newer islands... but for now its fine.
5. Stone,Flint,Obisidian... plans for Copper,Iron... what? you want cool stuff. go get the resources... the wait is worth it when you finally get a obisidian spear and can kill all those annoying pesky uhh squirrls? waht are they again... to busy murdering these things.
6. Foundation base building similar to ARK,Forest, and alot of other games... at least its windows are interactable.
7. A Dock Piece... yes a Dock Buildable piece... why do games just not have any Prefabs nowadays? this prefab is one of my fav looking.
8. I Love the story.
9. I've never CTD Or Hard Crash, besides Lag Spikes here and there... game is running perfectly fine.
10. Im running out of ideas... i'll edit later and add more stuff.

The Bad.

1. FPS Drops here and there, nothing major... you won't notice it.... mostly when loading alot of stuff in... which you will be fine dealin with.
2. The Lack of more content... now this isn't a major thing... its just i want more. and its coming, so don't let that get you down.
3. The Walking/Movement... now it seems slow sure... but this was probably to slow the early game down... which is fine, but we need a faster movement later game.
4. Doesn't seem to be any Stone Building/Brick/Clay building, could be a future update.
5. Tools break fast... idk if its me... or i'm just using them to much.
6. Figuring out Hides... is a nightmare... and needs improved... abit more... the Jackel hide as far as i can tell does nothing... the only way to get hides is from Boar.
6. It rains to much... idk this just annoys me personally it constantly is rainning... but it is the tropics... i just wish it was less.
7. Custom settings... for resource respawns... world day/night cycle... monster amount counts... stuff like this is missing and should be a feature later on... for Custom Difficulty.
8. 2 Boats... at the time of writing this and playing it... I Was hoping more. then again still early access.
9. Mapping is kindof weird... since i can't auto map while walking? like i've seen this area... just map it already? do it in a more smaller reveal area... if you want it that way... but when the map says NOTHING SEEn... i'm confused.... since i remember the area... explorers would just remember the stuff... not map everything... most of the time... ish.
10. nothing really else... i can pull out of my head... game is fine, it just needs more updates.

Overall worth the money, good devs, needs more content, fun to screw around with.",1
68,137263342,2089500,"So far been enjoying this game immensely.

It has built a very charming and sweet world that is very easily to fall in love with. The art style is very pretty and feels magical, the soundtrack is incredible, 100% worth getting as well if you enjoy the style or genre for listening to even when not playing. 

The game play is familiar, but unique. I can see some people finding it a tad awkward or uncomfortable at first coming from other games with similar mechanics (slay the spire etc), however once it clicks (and it will) you will find it flows incredibly well for a slightly faster paced card battler. Learning to be knowledgeable with your deck and how to best use your hand within and being able to make that decision quickly is incredibly satisfying. If you are finding it a tad weird, just push through a little more until it clicks, I promise its worth it. 

Clearly a game created with some love that most certainly deserves some time.",1
69,137264765,1698220,pretty cool and stuff,1
70,137264755,2106110,"Definitely try with a few friends. Even lame players like me have a chance at winning which is refreshing.
The no elimination means you still have a chance at winning and don't need to wait for everyone to finish.",1
71,137263767,1663220,love the storyline and how we can influence it,1
72,137264952,1816950,"I think it's much easier than the first game, but still very enjoyable and certainly worth the price.

I'd always appreaciate more, longer missions.",1
73,137264597,2281730,"Yeah, wow the combat feels terrible.",0
74,137264353,2281730,GREAT GAME. THE TRUTH,1
75,137263600,1860510,"To be honest, I leave a positive comment only because, because I hope that the developers will be able to bring the game to mind, because at this stage it is very difficult for me to play it personally. What am I talking about? First, bots either can't hit you at arm's length, or they kill you with a shotgun at a distance of hundreds of meters. Maybe I haven't learned how to play yet, but I would like to understand if this is a feature, or if it needs to be fixed. I'm also very tired of logistics. If you have more than three factories, then your head starts to hurt after about 40 minutes of the game, because you need to keep in mind where how much and what is missing. Otherwise, the gameplay is more than pleasant, and even such a complex logistics is quite interesting at first, but it gets very tiring over time. Well, something else is wrong with the optimization in the game, sometimes the FPS can drop to 30-40, although it is stable 70",1
76,137264569,2304990,An interesting opportunity to study the structure of mining,1
77,137265422,986130,"I arrest someone in their own home and beat their roommate and didn't even get charged for it

10/10 amazing game",1
78,137265144,986130,"I've been looking forward to playing this game since I heard about it from the Noclip podcast and so far I'm not disappointed! I just finished solving my first case and it was a rush. There were so many details that were thought out, lots of clues to follow, and some surprises along the way. And I bet I only scratched the surface on that one case. The way information is gathered and the ability to add pretty much any evidence you find to the board is super helpful. I'm excited to get farther into the game and to see just how deep the rabbit hole goes. I'm also excited for the devs and to see what gets added or changed in the future. Awesome game!",1
79,137265112,986130,"What a gem.

I'm not big on pixel graphics games, however this holds up very well with some of the most immersive design and good use of lighting that even I can appreciate the art style.

The gameplay is where this really shines, incredibly deep detective simulation where everything can play a role in the crime scene: 
Is there fingerprints on that toothpaste?
What size shoes did the victim wear? Do they match up with those boot prints?
Where does their spouse work? Whats their working hours? Perhaps I should drop by.
Whats the last telephone call they sent/received? Maybe i'll trace it

You get the idea.

This might be one of the most masterfully crafted gameplay loops i've experienced and I can honestly see this game being a huge hit.",1
80,137265036,986130,"while buggy and not perfect (granted its early access), i havent had this much fun in a game in a long time. from the hours of detective work cases can have within them to the random shenanigans you can get into, this game, when the devs iron out the kinks, will 100% be my GOTY.

9.5/10",1
81,137264968,986130,"Rough around the edges (hence the early access) but so damn fun. There's just no other game out there like this that lets you be an investigator in such a dynamic and free way. The game combines so many dynamic systems together to create a detailed playground of hundreds of citizens leaving paper trails for you to follow, every one of which you can dig deeper into by breaking into their home, or work, to learn more about them.

Murders happen dynamically while you play, meaning you can accidentally find yourself at the scene of the crime as it happens. Or not. However, the many ways that you can approach the discovery of the murderer is insane no matter when you arrive. 

I found myself at the scene of a crime yesterday that happened on the streets. After gathering information on the body I was able to instinctively look around the scene for a security camera. After a little breaking in I was able to view the footage during the time frame the murder happened, which lead me to a visual description of about 5 people. To narrow it down, I asked people around that area of the city if they seen anything, and I was on my path to solve the murder, and it worked.

Highly recommend.",1
82,137264919,986130,"Pretty darn atmospheric, but weirdly demanding.",1
83,137264918,986130,"Fun concept, needs some polish, i.e. performance, but otherwise enjoyable",1
84,137264494,986130,"I really like the idea and premise behind the game.

Enjoyed the demo a lot, but the performance here is somehow worse for me than the demo.

Furthermore, a few times objectives didn't properly load and it was hard to get into.

I really appreciate what the guy is doing, and I will probably buy when it's out or at least more polished, but for now, it was unplayable for me.",0
85,137265084,2341410,"I love it when puzzle games have very simple mechanics but do a lot with it. Out of the gate this game tells you ""think before you move"" and it's right! if you go for a trial and error approach it can get frustrating, but if you actually stop and plan your moves, it's a very satisfying game. Music and art are well thought out and executed, there is a coherence between the two which is nice to see from a small indie title like this. Overall this game could be a little bit of a hidden gem, I hope more people find it!

If I could wish for an improvement it would be more easier levels in the beginning to smooth out the learning curve a little bit, to allow players some time to practice how to think in this game. Give a level or two to practice thinking with each mechanic before we have to learn a new one!",1
86,137266448,1074190,"MASTERPIECE !!! 

There are so many cool looking dragons in this 

You can capture dragons 

Each of these Dragons have an element type like - Fire , Water , Ice , Dark , Light , Wind

The Fighting mechanics is very unique and innovative , never seen it anywhere before 

The story plot is amazing 

There are some Legendary dragons , 4 of them if I am not wrong


Rating - 10/10
( GO FOR IT )",1
87,137266113,1234180,"i got this game because i saw it circulating on twitter and i thought the art style looked really neat.

what i like:
the game looks great, feels good to play with controller, i enjoy being able to toggle visual effects such as blur and chromatic abberation, the enemies are simple but memorable in their design, weirdly shaped guys. i particularly like how are all the vehicles are rendered; all the shadows when turning and stuff are gorgeous.

now..... onto what's making me unable to finish it.
often times i feel like enemies are too powerful, or there's too many. this isn't that bad with the green guys and their generators, because you can just walk ahead, get rid of those and get the darsanauts to safety - it isn't as easy, and not nearly as fun, to fend off the several spaceship-steering green guys, the bats or the diggers.
next, the decision to limit your jetpack use in level 17, where it's  a bit inconveniencing, and in 27, where i've stopped now. this just isn't fun for me, when being able to fly around for a while is already a thing you were able to do previously, as well as reusing it in level 27, where there is so much verticality you could explore alot faster with the regular jetpack.
one more thing i personally dislike is the way the cursor is bound to the camera and movement of the player when using mouse and keyboard (not the recommended controls, but still). adding to that, the crosshair is REALLY hard to see.

i started out really enjoying this game, it was laid back and pretty alright difficulty wise - even the little remarks the characters make about the game being hard but the player just needing to get better were silly and fun. but as it went on it just made me more and more frustrated. it's really a shame, because i can tell alot of love and effort went into moons of darsalon, and i really wanted to play it all the way through. despite all that, major respect for the solo developer crafting this game througout the years!! i hope other people have more fun with this than me.",1
88,137267082,1663220,"Great sequel, as good as the first game if not better",1
89,137266534,1663220,"A fantastic second episode for an incredible narrative experience. Make hot beverages, improve lives, talk to wonderful characters with stories to tell.

The first episode of Coffee Talk was beautiful & cathartic, episode two follows on without slowing down and demonstrates the creators talented grasp of social dynamics in a way that feels powerfully relevant .",1
90,137265762,1663220,"https://steamcommunity.com/sharedfiles/filedetails/?id=2967003544[code][h1][b]Nyanco's Review : [/b][/h1]
[b]+ Brew Your Way to Heartwarming Conversations with Diverse Characters!ヽ(´• ω •`)、[/b]

[h1][b][1] Intro [/b][/h1]
Coffee Talk Episode 2: Hibiscus & Butterfly is a heartwarming coffee brewing and heart-to-heart talking simulator that takes players on a journey of self-discovery and reconnection with friends, old and new. Developed by Toge Productions, the game is the sequel to the original Coffee Talk and is set in an alternate present-day Seattle where humans, orcs, elves, and other races have been coexisting since the beginning of time.

[h1][b][2] Game Experience[/b][/h1]

As a barista, players get to brew warm drinks using a variety of ingredients such as tea, ginger, mint, chocolate, and coffee, among others. By experimenting with different combinations of ingredients, players can uncover secret recipes that can change people's lives by serving drinks that warm their hearts. Each drink is unique and tailored to the individual customer's needs, and as such, players must listen carefully to the stories their customers share to create the perfect drink.

One of the game's most striking features is its latte-art simulation, which allows players to draw their own latte-art masterpiece to decorate their drinks. With a simple-to-use interface, players can create unique and stunning designs that are sure to impress even the most discerning customer.

The game's chill lo-fi atmosphere is perfect for relaxing and unwinding after a long day. Players can immerse themselves in the relaxing coffee shop atmosphere, listening to the rain outside, and playing chillhop beats while engaging in coffee talk with their customers.

The diverse cast of characters is another highlight of the game. Players get to meet quirky and interesting characters such as Baileys the elf freelance graphic designer, Lua the succubus bisdev executive, Myrtle the orc game developer, and many more. Each character has their own story to tell, and players can influence them with a warm drink or two, helping them overcome their fears and challenges.

[h1][b][3] Verdict [/b][/h1]
Overall, Coffee Talk Episode 2: Hibiscus & Butterfly is an excellent game that delivers a unique and engaging experience. The game's blend of coffee brewing, latte-art simulation, and heart-to-heart conversations makes it a must-play for anyone looking for a relaxing and heartwarming gaming experience. The game's diverse cast of characters, chill lo-fi atmosphere, and immersive storytelling make it a standout title that's sure to be enjoyed by gamers of all ages and backgrounds.

[h1][b]Side Note : [/b][/h1]
[code]Looking for nice STEAM games? Let's take a look with Nyanco-chan! [b]Follow Nyanco Channel! (ฅ'ω'ฅ) [/b]https://store.steampowered.com/curator/33855818[/code][/code]",1
91,137266889,1621990,"Dark Souls for kids.

2 attacks light/heavy, 2 defenses block/parry, 2 colors blue/red
if blue press Y, if red press B, that's all you'll do during combat...



",0
92,137265493,2320910,"A proof that a great fast paced fps can be enjoyed in VR, as is Serious Sam.
All is smooth, and the retro graphics are really beautiful powered by UE and the famous ray-tracing !

A big YES and I can't wait to see more and more from New Blood Interactive !!",1
93,137266846,2281730,"Combat Masters has decent gunplay, feels like an io game.",1
94,137266591,2281730,"the advantage of this game is that it's a mobile port so the size is very small, even the graphics is not as good as pc native game, but i think it's good enough, it's accessible towards player that have a lower end pc.

the cross play to pc is a bit unfair but they make sure to prioritize pc player with pc player, and mobile with mobile.

 even tho this is a cod clone but i hope they grow more than just generic shooters.",1
95,137266294,2281730,"mom can i have CODMW at home ?
SURE.
CODMW at home :",1
96,137266111,2281730,its got no right being this entertaining,1
97,137265959,2281730,If you like FastPaced-FPSShooter ... this is it,1
98,137265872,2281730,reminds me of cod black ops fun but 8 wins 2 losses and thats from gun game and free for all overall top 3 for them though its a blast and lvling up is easy but is pay to get everything from the start so gonna have to grind 50 matches just to unlock the good stuff however didnt stop me from destroying,1
99,137265861,2281730,The Real COD Killer,1
100,137265469,2281730,"Great game for steam deck! Easy gameplay to enjoy. Fast ttk. There is a free welcome kit ""Glory to Ukraine"" Thank you for that! Good weapon customization. 
Of the minuses, not perfect optimization and not quite understandable walking sound.",1
101,137265421,2281730,GOOD GAME CAN BE PLAY ON MY FCKING LOW END LAPTOP[,1
102,137265244,2281730,"Great mobile port, I love the fact i can transfer my account between multiple devices. Hopefully the time to kill is slowed some. Ill be sure to play this more. Might try the game on a potato on windows 10. see if it runs. overall id rate the game 7/10.",1
103,137265482,1860510,its so fun but its lacking so much improvements i don't feel like its anywhere near ready other then that i cant wait to see what the future holds for this game,1
104,137266259,1289340,Good little game. More unlockable and contents would be nice tho.,1
105,137266387,2327940,"I liked being able to freely carve my own path on the given map and finding power-ups while doing so. The game has successfully brought a new mechanic to the tower defense world and attracted puzzle enthusiasts to its audience. I also liked that there are both rewards and penalties for digging, which balances the game well. Sometimes, the newly opened enemy spawn points challenge me, but they also made me think more strategically and step outside of my classic tower defense tactics. As a result, the game lasts longer, and it's a great idea. There are still some points that need to be balanced, for example, I don't feel satisfied enough as I kill enemies, but overall it's quite successful for the Prologue version.",1
106,137266813,2304990,"Very good game with great and pleasure gameplay,very good optimization and very pleasure and great graphics. I recommend it for all",1
107,137266547,1928420,Fantastic Battle royale never played one that more fun than this. game is super smooth,1
108,137266902,986130,"First impression review. The atmosphere is amazing. You get to enter several buildings and its many floors and apartments, snoop around and loot whatever, get in stablishments, talk to people, investigate stuff and pull the threads for as long as you possibly can.

But, sadly, in my experience thus far, I've reached a dead end on all fronts of investigation and this is where you start to notice how the communication with the AI is lackluster. There's so many things I'd do differently IRL, but I'm bound to the game's rules and I don't know how to proceed. Pretty much all AI say the same things like ""it's none of your business"" and ""I'm not gonna tell you that"".

All in all, great game, I hope I learn how to get through this and I hope devs fix this lack of tips when stuff like this happens. It's not like I got stuck right away like a noob. I got pretty far. And I spent 54 BRL to play 5.8h. Comparing to a watching a movie at the theater or eating a steak, I'd say it was a good deal. But this is only a positive review because I'm optimistic that I'll eventually break through. Wish me luck.",1
109,137266737,986130,Amazing game,1
110,137266536,986130,"This game absolutely needs more recognition, I know it’s new at this point but it is INCREDIBLE, essentially what la noire is but far far more in depth and far far better! I honestly can give this early access a 10/10 because it’s so incredibly good, eventually with some minor optimisations and some added stuff possibly itl be perfect!",1
